0.05,,,0.25,,,,0.1,,,,0.2,,,,0.15,,
nm,A,,nm,A,,,nm,A,,,nm,A,,,nm,A,
800,-0.0008,,800,0.000475283,0.0029,,800,-0.000683605,-0.0014,,800,0.000581757,0.0028,,800,0.000516698,0.002
797,0.0041,,799,0.00088501,0.0054,,797,-0.001562525,-0.0032,,797,6.23311E-05,0.0003,,797,0.000439193,0.0017
794,0.0014,,798,0.000655563,0.004,,794,-0.000732434,-0.0015,,794,-0.000249324,-0.0012,,794,-0.000568368,-0.0022
791,0.002,,797,0.000327781,0.002,,791,0.00043946,0.0009,,791,0.000103885,0.0005,,791,-0.000594203,-0.0023
788,-0.0022,,796,0.000803065,0.0049,,788,-0.000634776,-0.0013,,788,-0.000311655,-0.0015,,788,-0.000826717,-0.0032
785,0.0001,,795,0.00018028,0.0011,,785,-0.000390631,-0.0008,,785,-0.000893412,-0.0043,,785,-0.000284184,-0.0011
782,-0.0039,,794,0.000229447,0.0014,,782,-0.002636761,-0.0054,,782,-0.000166216,-0.0008,,782,-0.001007561,-0.0039
779,-0.0027,,793,0.000639174,0.0039,,779,-0.000390631,-0.0008,,779,0,0,,779,-0.001291745,-0.005
776,-0.0014,,792,0.000803065,0.0049,,776,0.001123065,0.0023,,776,-0.00020777,-0.001,,776,5.16698E-05,0.0002
773,-0.0029,,791,0.000868621,0.0053,,773,-0.001025407,-0.0021,,773,-0.000166216,-0.0008,,773,-0.000310019,-0.0012
770,-0.0019,,790,0.000311392,0.0019,,770,-0.000341802,-0.0007,,770,0.000228547,0.0011,,770,-0.000516698,-0.002
767,-0.0002,,789,0.000442505,0.0027,,767,0.000537118,0.0011,,767,-0.000332432,-0.0016,,767,-0.000129175,-0.0005
764,0.0007,,788,0.000819454,0.005,,764,-0.000634776,-0.0013,,764,0.00020777,0.001,,764,2.58349E-05,0.0001
761,0.0009,,787,0.000639174,0.0039,,761,0.002050814,0.0042,,761,0.000540203,0.0026,,761,0.000904222,0.0035
758,-0.0032,,786,0.000737508,0.0045,,758,-0.001416038,-0.0029,,758,-0.000124662,-0.0006,,758,-0.000645873,-0.0025
755,0.0026,,785,0.000770286,0.0047,,755,0.001416038,0.0029,,755,0.000810304,0.0039,,755,0.000852552,0.0033
752,-0.0022,,784,0.000983344,0.006,,752,0.001171894,0.0024,,752,0.000311655,0.0015,,752,0.000232514,0.0009
749,-0.0049,,783,0.000868621,0.0053,,749,0.000390631,0.0008,,749,0.000332432,0.0016,,749,2.58349E-05,0.0001
746,0.0005,,782,0.000655563,0.004,,746,9.76578E-05,0.0002,,746,0.00056098,0.0027,,746,0.000697543,0.0027
743,-0.0021,,781,0.000688341,0.0042,,743,0.000976578,0.002,,743,0.000415541,0.002,,743,0.000232514,0.0009
740,0.0005,,780,0.000409727,0.0025,,740,0.001611354,0.0033,,740,0.001412838,0.0068,,740,0.001446755,0.0056
737,0.0017,,779,0.000917788,0.0056,,737,0.00175784,0.0036,,737,0.001849155,0.0089,,737,0.001601764,0.0062
734,0.0012,,778,0.000344171,0.0021,,734,0.001953156,0.004,,734,0.00230625,0.0111,,734,0.001808444,0.007
731,0.0004,,777,0.001016123,0.0062,,731,0.000781262,0.0016,,731,0.002077703,0.01,,731,0.001989288,0.0077
728,0.0039,,776,0.000622785,0.0038,,728,0.002978563,0.0061,,728,0.003532095,0.017,,728,0.003513548,0.0136
725,0.0061,,775,0.000721119,0.0044,,725,0.00532235,0.0109,,725,0.004986486,0.024,,725,0.005063642,0.0196
722,0.0049,,774,0.001081679,0.0066,,722,0.006005955,0.0123,,722,0.006046115,0.0291,,722,0.006071204,0.0235
719,0.0077,,773,0.001032512,0.0063,,719,0.006884875,0.0141,,719,0.007729054,0.0372,,719,0.007259609,0.0281
716,0.0095,,772,0.000868621,0.0053,,716,0.010156411,0.0208,,716,0.010014527,0.0482,,716,0.00989477,0.0383
713,0.0111,,771,0.000901399,0.0055,,713,0.012353712,0.0253,,713,0.012486993,0.0601,,713,0.011935728,0.0462
710,0.0127,,770,0.000999734,0.0061,,710,0.014355697,0.0294,,710,0.015520439,0.0747,,710,0.01552678,0.0601
707,0.0205,,769,0.00036056,0.0022,,707,0.020361651,0.0417,,707,0.019281081,0.0928,,707,0.019557026,0.0757
704,0.0224,,768,0.000721119,0.0044,,704,0.02397499,0.0491,,704,0.023353378,0.1124,,704,0.023044739,0.0892
701,0.0285,,767,0.000803065,0.0049,,701,0.02710004,0.0555,,701,0.028090541,0.1352,,701,0.027927536,0.1081
698,0.0343,,766,0.000753897,0.0046,,698,0.035254466,0.0722,,698,0.034489865,0.166,,698,0.034024575,0.1317
695,0.0403,,765,0.000557229,0.0034,,695,0.040918618,0.0838,,695,0.041076182,0.1977,,695,0.040638311,0.1573
692,0.0477,,764,0.001016123,0.0062,,692,0.047705836,0.0977,,692,0.04822348,0.2321,,692,0.046967864,0.1818
689,0.0562,,763,0.000950566,0.0058,,689,0.05595792,0.1146,,689,0.056077196,0.2699,,689,0.056113422,0.2172
686,0.0626,,762,0.00088501,0.0054,,686,0.064258833,0.1316,,686,0.063764696,0.3069,,686,0.063708885,0.2466
683,0.0707,,761,0.000442505,0.0027,,683,0.071534339,0.1465,,683,0.071452196,0.3439,,683,0.071536862,0.2769
680,0.0792,,760,0.000590007,0.0036,,680,0.080030568,0.1639,,680,0.080074662,0.3854,,680,0.079907372,0.3093
677,0.087,,759,0.00140946,0.0086,,677,0.087989678,0.1802,,677,0.087824493,0.4227,,677,0.087967864,0.3405
674,0.0942,,758,0.000901399,0.0055,,674,0.095362842,0.1953,,674,0.095511993,0.4597,,674,0.095253308,0.3687
671,0.1028,,757,0.001229181,0.0075,,671,0.102882493,0.2107,,671,0.101973649,0.4908,,671,0.102357908,0.3962
668,0.1059,,756,0.001180013,0.0072,,668,0.107570067,0.2203,,668,0.107583446,0.5178,,668,0.107757404,0.4171
665,0.1125,,755,0.001180013,0.0072,,665,0.112892418,0.2312,,665,0.112673818,0.5423,,665,0.11305356,0.4376
662,0.1154,,754,0.001016123,0.0062,,662,0.116066296,0.2377,,662,0.116164358,0.5591,,662,0.116696282,0.4517
659,0.1169,,753,0.001294737,0.0079,,659,0.119191346,0.2441,,659,0.119634122,0.5758,,659,0.119563957,0.4628
656,0.1192,,752,0.001130846,0.0069,,656,0.120802699,0.2474,,656,0.121171622,0.5832,,656,0.121165721,0.469
653,0.1208,,751,0.001212791,0.0074,,653,0.12256054,0.251,,653,0.12223125,0.5883,,653,0.122560807,0.4744
650,0.123,,750,0.001147235,0.007,,650,0.123,0.2519,,650,0.123,0.592,,650,0.123,0.4761
647,0.1199,,749,0.001360293,0.0083,,647,0.121583962,0.249,,647,0.122771453,0.5909,,647,0.122638311,0.4747
644,0.1204,,748,0.001540573,0.0094,,644,0.12124216,0.2483,,644,0.121961149,0.587,,644,0.121914934,0.4719
641,0.1192,,747,0.001475017,0.009,,641,0.120949186,0.2477,,641,0.120839189,0.5816,,641,0.120674858,0.4671
638,0.1178,,746,0.001507795,0.0092,,638,0.118751886,0.2432,,638,0.119509459,0.5752,,638,0.119357278,0.462
635,0.1165,,745,0.001507795,0.0092,,635,0.118068281,0.2418,,635,0.117951182,0.5677,,635,0.117833018,0.4561
632,0.1143,,744,0.001720853,0.0105,,632,0.11679873,0.2392,,632,0.116247466,0.5595,,632,0.116515438,0.451
629,0.1135,,743,0.002228914,0.0136,,629,0.114406114,0.2343,,629,0.114709966,0.5521,,629,0.115017013,0.4452
626,0.1131,,742,0.001917522,0.0117,,626,0.113624851,0.2327,,626,0.113380236,0.5457,,626,0.113802773,0.4405
623,0.1111,,741,0.00213058,0.013,,623,0.112550615,0.2305,,623,0.112092061,0.5395,,623,0.111865154,0.433
620,0.1093,,740,0.002196136,0.0134,,620,0.110597459,0.2265,,620,0.110222128,0.5305,,620,0.110005041,0.4258
617,0.1076,,739,0.00265503,0.0162,,617,0.108693132,0.2226,,617,0.108996284,0.5246,,617,0.108661626,0.4206
614,0.1066,,738,0.002245303,0.0137,,614,0.107667725,0.2205,,614,0.10741723,0.517,,614,0.10747322,0.416
611,0.1038,,737,0.002884477,0.0176,,611,0.105568083,0.2162,,611,0.105755068,0.509,,611,0.105638941,0.4089
608,0.1012,,736,0.002589474,0.0158,,608,0.103077809,0.2111,,608,0.103594257,0.4986,,608,0.103391304,0.4002
605,0.0994,,735,0.002950033,0.018,,605,0.101124653,0.2071,,605,0.10168277,0.4894,,605,0.101298677,0.3921
602,0.0973,,734,0.002999201,0.0183,,602,0.099610957,0.204,,602,0.099605068,0.4794,,602,0.099257719,0.3842
599,0.0958,,733,0.003261426,0.0199,,599,0.097023025,0.1987,,599,0.097174155,0.4677,,599,0.097087587,0.3758
596,0.0924,,732,0.003376149,0.0206,,596,0.094288607,0.1931,,596,0.094888682,0.4567,,596,0.094271582,0.3649
593,0.0901,,731,0.003835043,0.0234,,593,0.092091306,0.1886,,593,0.092395439,0.4447,,593,0.092023945,0.3562
